classe,imagem,mse,psnr,brisque
pituitary,pi-0653.jpg,8381.4516,8.8976,9.9379
pituitary,pi-0654.jpg,6835.2938,9.7832,36.3634
pituitary,pi-0655.jpg,6536.3323,9.9775,25.7307
pituitary,pi-0656.jpg,4462.7049,11.6348,22.3145
pituitary,pi-0657.jpg,6231.7527,10.1847,23.6317
pituitary,pi-0658.jpg,6259.2033,10.1656,20.9745
pituitary,pi-0659.jpg,6613.1351,9.9267,41.0198
pituitary,pi-0660.jpg,7142.9714,9.592,19.7721
pituitary,pi-0661.jpg,5468.1741,10.7524,23.3131
pituitary,pi-0662.jpg,8367.0293,8.9051,17.2725
pituitary,pi-0663.jpg,7676.3319,9.2793,12.2422
pituitary,pi-0664.jpg,4506.195,11.5927,22.4126
pituitary,pi-0665.jpg,7397.1578,9.4402,8.3698
pituitary,pi-0666.jpg,7795.6637,9.2123,22.2565
pituitary,pi-0667.jpg,3801.019,12.3318,38.1834
pituitary,pi-0668.jpg,7277.0879,9.5112,16.0459
pituitary,pi-0669.jpg,5724.2666,10.5536,24.039
pituitary,pi-0670.jpg,6215.193,10.1963,19.4245
pituitary,pi-0671.jpg,6259.1326,10.1657,22.4554
pituitary,pi-0672.jpg,8144.1319,9.0224,17.0278
pituitary,pi-0673.jpg,6467.8215,10.0232,27.3165
pituitary,pi-0674.jpg,3701.775,12.4467,37.2791
pituitary,pi-0675.jpg,7866.4873,9.173,12.9499
pituitary,pi-0676.jpg,6190.1248,10.2138,28.9396
pituitary,pi-0677.jpg,6059.0974,10.3067,24.0504
pituitary,pi-0678.jpg,8039.8793,9.0783,19.4056
pituitary,pi-0679.jpg,5545.6794,10.6913,28.1932
pituitary,pi-0680.jpg,6442.0051,10.0406,16.4187
pituitary,pi-0681.jpg,7228.6229,9.5402,9.9657
pituitary,pi-0682.jpg,3845.3092,12.2815,40.6363
pituitary,pi-0683.jpg,6658.9749,9.8967,19.9781
pituitary,pi-0684.jpg,7983.018,9.1091,15.7266
pituitary,pi-0685.jpg,7619.7521,9.3114,12.5449
pituitary,pi-0686.jpg,5901.9553,10.4208,25.2704
pituitary,pi-0687.jpg,4379.6832,11.7164,23.7631
pituitary,pi-0688.jpg,8531.2799,8.8207,21.4837
pituitary,pi-0689.jpg,4436.3996,11.6605,44.0631
pituitary,pi-0690.jpg,6898.9497,9.743,22.7802
pituitary,pi-0691.jpg,5398.3329,10.8082,16.689
pituitary,pi-0692.jpg,7134.9071,9.5969,19.9787
pituitary,pi-0693.jpg,5650.4966,10.6099,19.7136
pituitary,pi-0694.jpg,7031.6698,9.6602,29.1938
pituitary,pi-0695.jpg,8166.9515,9.0102,12.5983
pituitary,pi-0696.jpg,4958.713,11.1771,28.8996
pituitary,pi-0697.jpg,9334.7485,8.4298,18.3451
pituitary,pi-0698.jpg,7243.603,9.5313,19.8378
pituitary,pi-0699.jpg,5662.2224,10.6009,24.0017
pituitary,pi-0700.jpg,8268.9183,8.9563,20.8643
pituitary,pi-0701.jpg,7141.7343,9.5928,10.2377
pituitary,pi-0702.jpg,8646.4747,8.7624,12.8792
pituitary,pi-0703.jpg,5234.3376,10.9422,39.3107
pituitary,pi-0704.jpg,3994.4187,12.1163,37.0472
pituitary,pi-0705.jpg,7821.4567,9.1979,23.5851
pituitary,pi-0706.jpg,7280.446,9.5092,24.8813
pituitary,pi-0707.jpg,6891.9458,9.7474,22.0936
pituitary,pi-0708.jpg,6417.6378,10.0571,13.5355
pituitary,pi-0709.jpg,6841.6827,9.7792,20.9794
pituitary,pi-0710.jpg,7262.2096,9.5201,16.8836
pituitary,pi-0711.jpg,6855.3187,9.7705,11.7958
pituitary,pi-0712.jpg,6221.7897,10.1917,17.1185
pituitary,pi-0713.jpg,7426.746,9.4228,15.0415
pituitary,pi-0714.jpg,6470.4676,10.0214,25.6354
pituitary,pi-0715.jpg,6814.6236,9.7964,4.9336
pituitary,pi-0716.jpg,5481.8904,10.7415,31.1966
pituitary,pi-0717.jpg,5286.5186,10.8991,14.4192
pituitary,pi-0718.jpg,6861.1581,9.7668,21.5725
pituitary,pi-0719.jpg,3881.5511,12.2408,39.5925
pituitary,pi-0720.jpg,8960.3993,8.6075,39.1278
pituitary,pi-0721.jpg,7198.7205,9.5583,8.2541
pituitary,pi-0722.jpg,5209.6427,10.9627,33.9325
pituitary,pi-0723.jpg,6434.2751,10.0458,12.3848
pituitary,pi-0724.jpg,5151.4676,11.0115,16.0832
pituitary,pi-0725.jpg,8838.1639,8.6672,22.3881
pituitary,pi-0726.jpg,7186.0898,9.5659,14.9587
pituitary,pi-0727.jpg,6332.4856,10.1151,20.9958
pituitary,pi-0728.jpg,8485.4709,8.844,21.3176
pituitary,pi-0729.jpg,7444.6334,9.4124,25.7601
pituitary,pi-0730.jpg,7724.5929,9.252,14.9085
pituitary,pi-0731.jpg,5185.3336,10.983,20.7003
pituitary,pi-0732.jpg,3853.9038,12.2718,38.8427
pituitary,pi-0733.jpg,7837.401,9.1891,9.9206
pituitary,pi-0734.jpg,9726.1899,8.2514,19.9771
pituitary,pi-0735.jpg,6500.2367,10.0015,13.0331
pituitary,pi-0736.jpg,8534.6705,8.8189,13.3391
pituitary,pi-0737.jpg,6434.8171,10.0454,27.8514
pituitary,pi-0738.jpg,4821.8857,11.2986,11.7664
pituitary,pi-0739.jpg,6375.7058,10.0855,44.4771
pituitary,pi-0740.jpg,6188.1751,10.2152,13.1562
pituitary,pi-0741.jpg,6025.3275,10.331,11.6772
pituitary,pi-0742.jpg,8496.0868,8.8386,12.9763
pituitary,pi-0743.jpg,4774.4675,11.3416,23.3557
pituitary,pi-0744.jpg,4259.9397,11.8368,29.2644
pituitary,pi-0745.jpg,7594.4614,9.3258,11.354
pituitary,pi-0746.jpg,5398.6921,10.8079,24.7173
pituitary,pi-0747.jpg,4663.6676,11.4435,31.9122
pituitary,pi-0748.jpg,7819.3254,9.1991,13.1787
pituitary,pi-0749.jpg,4648.3144,11.4578,28.3948
pituitary,pi-0750.jpg,6148.0109,10.2435,23.524
pituitary,pi-0751.jpg,5332.3269,10.8616,24.3491
pituitary,pi-0752.jpg,3590.3534,12.5794,28.4088
pituitary,pi-0753.jpg,7197.7463,9.5588,14.6395
pituitary,pi-0754.jpg,6611.9712,9.9275,22.6051
pituitary,pi-0755.jpg,6257.2623,10.167,9.2326
pituitary,pi-0756.jpg,8229.5169,8.9771,10.3518
pituitary,pi-0757.jpg,4771.9047,11.3439,35.4728
pituitary,pi-0758.jpg,6059.6065,10.3064,16.7304
pituitary,pi-0759.jpg,4404.6381,11.6917,34.7454
pituitary,pi-0760.jpg,6054.9416,10.3097,14.3273
pituitary,pi-0761.jpg,4969.1844,11.168,32.3314
pituitary,pi-0762.jpg,6955.5598,9.7075,26.3479
pituitary,pi-0763.jpg,5726.1826,10.5522,16.5114
pituitary,pi-0764.jpg,4428.6778,11.6681,33.8221
pituitary,pi-0765.jpg,8243.3506,8.9698,13.2483
pituitary,pi-0766.jpg,4846.3726,11.2766,33.108
pituitary,pi-0767.jpg,5702.5253,10.5701,21.2573
pituitary,pi-0768.jpg,5907.0425,10.4171,40.3905
pituitary,pi-0769.jpg,6320.3417,10.1234,11.5199
pituitary,pi-0770.jpg,8312.8381,8.9333,13.834
pituitary,pi-0771.jpg,8159.9418,9.0139,10.9971
pituitary,pi-0772.jpg,7110.8013,9.6116,26.6371
pituitary,pi-0773.jpg,6008.6983,10.343,16.8848
pituitary,pi-0774.jpg,6353.0986,10.1009,24.0207
pituitary,pi-0775.jpg,5474.5667,10.7473,20.8729
pituitary,pi-0776.jpg,7589.4598,9.3287,20.3458
pituitary,pi-0777.jpg,7622.3583,9.3099,12.3246
pituitary,pi-0778.jpg,6593.0187,9.94,24.1673
pituitary,pi-0779.jpg,4795.4635,11.3225,33.8625
pituitary,pi-0780.jpg,5613.6751,10.6383,45.2378
pituitary,pi-0781.jpg,5351.7328,10.8459,26.63
pituitary,pi-0782.jpg,5623.0739,10.6311,34.6531
pituitary,pi-0783.jpg,6199.4936,10.2072,29.9025
pituitary,pi-0784.jpg,6279.6094,10.1515,25.2915
pituitary,pi-0785.jpg,6808.6018,9.8002,39.4438
pituitary,pi-0786.jpg,8625.7653,8.7728,20.1009
pituitary,pi-0787.jpg,5324.2024,10.8683,16.8739
pituitary,pi-0788.jpg,6238.4663,10.18,32.7281
pituitary,pi-0789.jpg,7173.8626,9.5733,14.7869
pituitary,pi-0790.jpg,5904.2838,10.4191,15.5252
pituitary,pi-0791.jpg,6812.1731,9.7979,20.4542
pituitary,pi-0792.jpg,7479.288,9.3922,11.6821
pituitary,pi-0793.jpg,3222.4732,13.0489,43.4209
pituitary,pi-0794.jpg,6466.3578,10.0242,24.8905
pituitary,pi-0795.jpg,6288.5461,10.1453,18.4824
pituitary,pi-0796.jpg,5474.849,10.7471,25.1022
pituitary,pi-0797.jpg,7238.8747,9.5341,20.2084
pituitary,pi-0798.jpg,4068.5283,12.0364,20.9503
pituitary,pi-0799.jpg,6899.5013,9.7426,14.3744
pituitary,pi-0800.jpg,8501.2959,8.836,20.5114
pituitary,pi-0801.jpg,5734.1255,10.5461,45.6007
pituitary,pi-0802.jpg,5850.7902,10.4587,12.7311
pituitary,pi-0803.jpg,7010.9526,9.673,19.2955
pituitary,pi-0804.jpg,8609.8746,8.7808,17.9441
pituitary,pi-0805.jpg,5400.4629,10.8065,26.8569
pituitary,pi-0806.jpg,6565.7003,9.958,21.2503
pituitary,pi-0807.jpg,10134.4713,8.0728,15.4262
pituitary,pi-0808.jpg,7372.9636,9.4544,6.7491
pituitary,pi-0809.jpg,4715.8646,11.3952,38.1839
pituitary,pi-0810.jpg,8825.2278,8.6735,16.4258
pituitary,pi-0811.jpg,3967.1123,12.1461,39.5417
pituitary,pi-0812.jpg,5168.5644,10.9971,30.1821
pituitary,pi-0813.jpg,4776.5575,11.3397,42.3601
pituitary,pi-0814.jpg,5760.0257,10.5266,40.7664
pituitary,pi-0815.jpg,8134.9718,9.0272,20.6439
pituitary,pi-0816.jpg,4503.7855,11.595,35.3945
pituitary,pi-0817.jpg,8221.0287,8.9815,22.4922
pituitary,pi-0818.jpg,5416.2892,10.7938,22.6966
pituitary,pi-0819.jpg,6856.034,9.7701,13.2307
pituitary,pi-0820.jpg,6783.5732,9.8162,11.4796
pituitary,pi-0821.jpg,7420.7152,9.4263,23.8517
pituitary,pi-0822.jpg,6911.4069,9.7351,7.0634
pituitary,pi-0823.jpg,7866.5117,9.173,18.0012
pituitary,pi-0824.jpg,6502.2683,10.0002,21.6773
pituitary,pi-0825.jpg,6789.4474,9.8125,15.33
pituitary,pi-0826.jpg,8352.2355,8.9128,12.858
pituitary,pi-0827.jpg,6748.3372,9.8388,41.0527
pituitary,pi-0828.jpg,5293.2749,10.8936,24.2096
pituitary,pi-0829.jpg,3720.4186,12.4249,34.9399
pituitary,pi-0830.jpg,5779.8201,10.5117,21.54
pituitary,pi-0831.jpg,6382.824,10.0807,13.2459
pituitary,pi-0832.jpg,5888.986,10.4304,18.2872
pituitary,pi-0833.jpg,4894.1173,11.2341,21.763
pituitary,pi-0834.jpg,5340.715,10.8548,13.8741
pituitary,pi-0835.jpg,7348.7321,9.4687,11.377
pituitary,pi-0836.jpg,4998.8335,11.1421,19.1616
pituitary,pi-0837.jpg,5769.5712,10.5194,25.2181
pituitary,pi-0838.jpg,6989.1213,9.6866,11.8168
pituitary,pi-0839.jpg,5860.0048,10.4518,26.0523
pituitary,pi-0840.jpg,7302.8474,9.4959,14.4944
pituitary,pi-0841.jpg,5825.9811,10.4771,18.295
pituitary,pi-0842.jpg,8561.6459,8.8052,13.6445
pituitary,pi-0843.jpg,7926.1649,9.1402,15.3183
pituitary,pi-0844.jpg,6792.0689,9.8108,6.9986
pituitary,pi-0845.jpg,7409.669,9.4328,11.8726
pituitary,pi-0846.jpg,8907.0611,8.6335,22.6225
pituitary,pi-0847.jpg,4888.7989,11.2388,10.1352
pituitary,pi-0848.jpg,7546.4964,9.3533,17.6109
pituitary,pi-0849.jpg,5900.0706,10.4222,23.2777
pituitary,pi-0850.jpg,4822.5528,11.298,36.0667
pituitary,pi-0851.jpg,5402.8906,10.8045,23.3527
pituitary,pi-0852.jpg,7643.3124,9.298,9.9407
pituitary,pi-0853.jpg,7871.8887,9.17,5.0566
pituitary,pi-0854.jpg,5390.4242,10.8146,21.3519
pituitary,pi-0855.jpg,4693.341,11.416,33.085
pituitary,pi-0856.jpg,4711.181,11.3995,38.4465
pituitary,pi-0857.jpg,7120.4544,9.6057,10.038
pituitary,pi-0858.jpg,7641.467,9.299,27.4659
pituitary,pi-0859.jpg,7404.4926,9.4359,12.1233
pituitary,pi-0860.jpg,4403.3901,11.6929,45.434
pituitary,pi-0861.jpg,7926.1649,9.1402,15.3183
pituitary,pi-0862.jpg,6693.1075,9.8745,8.7261
pituitary,pi-0863.jpg,10123.7384,8.0774,14.3769
pituitary,pi-0864.jpg,7710.1224,9.2602,13.1198
pituitary,pi-0865.jpg,5608.8262,10.6421,19.266
pituitary,pi-0866.jpg,8672.2185,8.7495,15.8864
pituitary,pi-0867.jpg,6385.8322,10.0786,9.2724
pituitary,pi-0868.jpg,7018.8546,9.6681,12.1494
pituitary,pi-0869.jpg,4381.4839,11.7146,17.7676
pituitary,pi-0870.jpg,7482.5175,9.3903,13.9503
pituitary,pi-0871.jpg,6060.8565,10.3055,13.3611
pituitary,pi-0872.jpg,7500.1789,9.3801,25.289
pituitary,pi-0873.jpg,6361.0264,10.0955,9.4171
pituitary,pi-0874.jpg,6177.8064,10.2225,32.9249
pituitary,pi-0875.jpg,4641.9376,11.4638,28.5585
pituitary,pi-0876.jpg,5690.058,10.5796,19.8098
pituitary,pi-0877.jpg,6538.1503,9.9763,15.5382
pituitary,pi-0878.jpg,5499.2792,10.7277,35.5557
pituitary,pi-0879.jpg,7119.2097,9.6065,12.5562
pituitary,pi-0880.jpg,7059.2834,9.6432,16.1726
pituitary,pi-0881.jpg,7635.1293,9.3026,23.5015
pituitary,pi-0882.jpg,7650.3782,9.294,15.9261
pituitary,pi-0883.jpg,6390.7751,10.0753,10.0104
pituitary,pi-0884.jpg,3759.137,12.3799,20.8418
pituitary,pi-0885.jpg,6925.2647,9.7264,25.3728
pituitary,pi-0886.jpg,4972.9557,11.1647,23.9101
pituitary,pi-0887.jpg,7198.4101,9.5584,36.0821
pituitary,pi-0888.jpg,8144.7117,9.022,20.7568
pituitary,pi-0889.jpg,4896.5012,11.2319,35.7786
pituitary,pi-0890.jpg,4773.9971,11.342,43.6209
pituitary,pi-0891.jpg,8123.0264,9.0336,20.9451
pituitary,pi-0892.jpg,5503.2931,10.7246,43.0431
pituitary,pi-0893.jpg,6112.1898,10.2688,13.8816
pituitary,pi-0894.jpg,5274.927,10.9086,22.8244
pituitary,pi-0895.jpg,8070.3163,9.0619,5.863
pituitary,pi-0896.jpg,6693.8377,9.8741,7.5396
pituitary,pi-0897.jpg,8368.7898,8.9042,19.4204
pituitary,pi-0898.jpg,6190.8007,10.2133,46.6746
pituitary,pi-0899.jpg,5106.8871,11.0492,46.5076
pituitary,pi-0900.jpg,4814.1903,11.3056,36.0288
pituitary,pi-0901.jpg,8132.428,9.0286,37.9244
pituitary,pi-0902.jpg,6042.3632,10.3187,20.0621
pituitary,pi-0903.jpg,5822.3058,10.4799,23.2712
pituitary,pi-0904.jpg,5547.1883,10.6901,19.9858
pituitary,pi-0905.jpg,6863.2105,9.7655,20.4507
pituitary,pi-0906.jpg,5578.0422,10.666,36.52
pituitary,pi-0907.jpg,7260.9562,9.5209,15.8704
pituitary,pi-0908.jpg,9183.7105,8.5006,15.3247
pituitary,pi-0909.jpg,7687.9003,9.2727,13.8015
pituitary,pi-0910.jpg,7248.2516,9.5285,7.8593
pituitary,pi-0911.jpg,4616.2242,11.4879,50.9576
pituitary,pi-0912.jpg,6815.1708,9.796,6.7266
pituitary,pi-0913.jpg,5382.2843,10.8211,25.1
pituitary,pi-0914.jpg,6091.346,10.2837,18.7794
pituitary,pi-0915.jpg,5910.9371,10.4142,20.8586
pituitary,pi-0916.jpg,8496.2671,8.8385,25.083
pituitary,pi-0917.jpg,6133.5045,10.2537,15.8227
pituitary,pi-0918.jpg,6889.0017,9.7492,36.4063
pituitary,pi-0919.jpg,5010.1713,11.1323,26.5209
pituitary,pi-0920.jpg,7195.6879,9.5601,12.1065
pituitary,pi-0921.jpg,6314.3632,10.1275,22.8434
pituitary,pi-0922.jpg,6036.6588,10.3228,25.0986
pituitary,pi-0923.jpg,6835.7255,9.783,7.8889
pituitary,pi-0924.jpg,6060.7426,10.3055,38.1966
pituitary,pi-0925.jpg,5540.4072,10.6954,30.5168
pituitary,pi-0926.jpg,8119.5259,9.0355,15.0065
pituitary,pi-0927.jpg,6670.656,9.8891,18.9219
pituitary,pi-0928.jpg,5860.9514,10.4511,17.1706
pituitary,pi-0929.jpg,4060.5135,12.045,36.0361
pituitary,pi-0930.jpg,8110.1368,9.0405,9.5261
pituitary,pi-0931.jpg,8349.249,8.9143,7.1861
pituitary,pi-0932.jpg,6473.295,10.0195,21.743
pituitary,pi-0933.jpg,7511.3272,9.3736,10.353
pituitary,pi-0934.jpg,5353.6193,10.8443,19.7525
pituitary,pi-0935.jpg,5157.9006,11.0061,36.8554
pituitary,pi-0936.jpg,8265.8689,8.9579,14.3091
pituitary,pi-0937.jpg,7758.9349,9.2328,13.7489
pituitary,pi-0938.jpg,8188.8233,8.9986,10.7777
pituitary,pi-0939.jpg,7359.5501,9.4623,17.109
pituitary,pi-0940.jpg,6316.5342,10.126,17.2683
pituitary,pi-0941.jpg,7735.97,9.2457,9.8377
pituitary,pi-0942.jpg,5985.1141,10.3601,26.1115
pituitary,pi-0943.jpg,6781.0822,9.8178,19.4897
pituitary,pi-0944.jpg,7627.4346,9.307,10.7583
pituitary,pi-0945.jpg,8024.7915,9.0865,12.6462
pituitary,pi-0946.jpg,5494.2536,10.7317,20.6803
pituitary,pi-0947.jpg,8478.402,8.8477,9.2615
pituitary,pi-0948.jpg,6734.8756,9.8475,26.8388
pituitary,pi-0949.jpg,6377.6863,10.0842,12.3344
pituitary,pi-0950.jpg,6455.5527,10.0315,18.7055
pituitary,pi-0951.jpg,6570.4641,9.9548,13.8411
pituitary,pi-0952.jpg,7221.3446,9.5446,20.2147
pituitary,pi-0953.jpg,8602.6373,8.7845,6.9537
pituitary,pi-0954.jpg,8087.434,9.0527,14.6171
pituitary,pi-0955.jpg,6644.8945,9.9059,21.2123
pituitary,pi-0956.jpg,9663.7416,8.2794,16.391
pituitary,pi-0957.jpg,8275.661,8.9528,7.2766
pituitary,pi-0958.jpg,7438.6572,9.4159,16.0205
pituitary,pi-0959.jpg,5797.3451,10.4985,21.3652
pituitary,pi-0960.jpg,7001.7707,9.6787,13.0046
pituitary,pi-0961.jpg,6670.8699,9.889,22.5148
pituitary,pi-0962.jpg,8584.8918,8.7935,20.0848
pituitary,pi-0963.jpg,6000.3869,10.349,18.1195
pituitary,pi-0964.jpg,6881.7756,9.7538,23.2749
pituitary,pi-0965.jpg,5731.5918,10.5481,17.5957
pituitary,pi-0966.jpg,8117.8894,9.0364,13.811
pituitary,pi-0967.jpg,5372.983,10.8286,22.2333
pituitary,pi-0968.jpg,5580.0158,10.6644,19.347
pituitary,pi-0969.jpg,8008.5608,9.0953,13.8404
pituitary,pi-0970.jpg,5198.6812,10.9719,27.2927
pituitary,pi-0971.jpg,4729.5596,11.3826,30.8459
pituitary,pi-0972.jpg,6440.6105,10.0415,19.0279
pituitary,pi-0973.jpg,6896.8912,9.7443,17.4189
pituitary,pi-0974.jpg,6505.7485,9.9978,20.3895
pituitary,pi-0975.jpg,4512.1783,11.5869,13.273
pituitary,pi-0976.jpg,2504.1295,14.1442,18.1147
pituitary,pi-0977.jpg,5679.7731,10.5875,22.3258
pituitary,pi-0978.jpg,7230.2886,9.5392,12.3936
pituitary,pi-0979.jpg,6603.8154,9.9329,4.7851
pituitary,pi-0980.jpg,7443.5241,9.413,10.0251
pituitary,pi-0981.jpg,9389.1896,8.4045,19.2347
pituitary,pi-0982.jpg,7478.5319,9.3926,14.1901
pituitary,pi-0983.jpg,6664.6518,9.893,24.5034
pituitary,pi-0984.jpg,5348.8142,10.8482,9.4868
pituitary,pi-0985.jpg,5822.3058,10.4799,23.2712
pituitary,pi-0986.jpg,6960.6408,9.7043,20.4771
pituitary,pi-0987.jpg,8466.7903,8.8536,12.5691
pituitary,pi-0988.jpg,6599.5119,9.9357,23.199
pituitary,pi-0989.jpg,3983.126,12.1286,33.5429
pituitary,pi-0990.jpg,4605.2928,11.4982,45.8252
pituitary,pi-0991.jpg,4285.3151,11.811,43.6411
pituitary,pi-0992.jpg,8595.9907,8.7878,23.6842
pituitary,pi-0993.jpg,4414.811,11.6817,31.9952
pituitary,pi-0994.jpg,5388.071,10.8165,33.9527
pituitary,pi-0995.jpg,6926.6512,9.7256,19.2311
pituitary,pi-0996.jpg,5738.1497,10.5431,19.547
pituitary,pi-0997.jpg,7279.346,9.5099,26.2735
pituitary,pi-0998.jpg,8898.5307,8.6376,33.9726
pituitary,pi-0999.jpg,5377.8625,10.8247,42.3531
pituitary,pi-1000.jpg,4224.892,11.8726,39.1071
pituitary,pi-1001.jpg,6522.8118,9.9865,9.3328
pituitary,pi-1002.jpg,5509.479,10.7197,22.2585
pituitary,pi-1003.jpg,6507.3949,9.9967,23.2455
pituitary,pi-1004.jpg,5928.3487,10.4015,20.9536
pituitary,pi-1005.jpg,5699.7578,10.5722,19.8767
pituitary,pi-1006.jpg,7843.0176,9.186,19.7727
pituitary,pi-1007.jpg,8705.2826,8.733,47.0281
pituitary,pi-1008.jpg,4971.3326,11.1661,25.9191
pituitary,pi-1009.jpg,5920.4928,10.4072,6.7309
pituitary,pi-1010.jpg,7553.3622,9.3494,19.3814
pituitary,pi-1011.jpg,6837.1509,9.7821,19.637
pituitary,pi-1012.jpg,6884.6411,9.752,9.8292
pituitary,pi-1013.jpg,7837.7069,9.1889,13.7823
pituitary,pi-1014.jpg,5049.8606,11.098,23.9296
pituitary,pi-1015.jpg,4870.9031,11.2547,30.8314
pituitary,pi-1016.jpg,5401.2051,10.8059,19.1367
pituitary,pi-1017.jpg,6430.5387,10.0483,22.2301
pituitary,pi-1018.jpg,7782.4117,9.2197,13.6268
pituitary,pi-1019.jpg,5889.1821,10.4303,34.505
pituitary,pi-1020.jpg,6440.8139,10.0414,26.6141
pituitary,pi-1021.jpg,5484.0249,10.7398,24.943
pituitary,pi-1022.jpg,7403.9045,9.4362,11.1837
pituitary,pi-1023.jpg,5488.765,10.7361,28.4517
pituitary,pi-1024.jpg,7404.9587,9.4356,13.4001
pituitary,pi-1025.jpg,5370.2192,10.8309,21.6824
pituitary,pi-1026.jpg,8486.6746,8.8434,11.1361
pituitary,pi-1027.jpg,5496.7212,10.7298,35.095
pituitary,pi-1028.jpg,4727.1646,11.3848,31.7836
pituitary,pi-1029.jpg,7630.6478,9.3052,13.0068
pituitary,pi-1030.jpg,7424.387,9.4242,26.9621
pituitary,pi-1031.jpg,6627.2719,9.9175,24.8485
pituitary,pi-1032.jpg,5847.4835,10.4611,24.2407
pituitary,pi-1033.jpg,5809.2086,10.4896,17.2792
pituitary,pi-1034.jpg,8039.0311,9.0788,10.0588
pituitary,pi-1035.jpg,5064.6736,11.0853,22.4804
pituitary,pi-1036.jpg,7829.1801,9.1936,19.0232
pituitary,pi-1037.jpg,8152.7211,9.0178,19.4645
pituitary,pi-1038.jpg,6542.3614,9.9735,22.0132
pituitary,pi-1039.jpg,7601.1607,9.322,14.088
pituitary,pi-1040.jpg,5302.9872,10.8856,9.6304
pituitary,pi-1041.jpg,6939.0127,9.7178,7.7016
pituitary,pi-1042.jpg,5445.0015,10.7708,20.1313
pituitary,pi-1043.jpg,8026.546,9.0855,8.2477
pituitary,pi-1044.jpg,9890.09,8.1788,19.3213
pituitary,pi-1045.jpg,5595.7045,10.6523,46.3313
pituitary,pi-1046.jpg,6167.1137,10.23,29.4126
pituitary,pi-1047.jpg,4272.6025,11.8239,16.6942
pituitary,pi-1048.jpg,5351.9667,10.8457,25.8203
pituitary,pi-1049.jpg,7361.6901,9.461,11.3869
pituitary,pi-1050.jpg,6052.2824,10.3116,24.8807
pituitary,pi-1051.jpg,7669.8737,9.2829,14.6629
pituitary,pi-1052.jpg,4764.7695,11.3504,34.2879
pituitary,pi-1053.jpg,5837.7183,10.4684,24.7
pituitary,pi-1054.jpg,5123.8477,11.0348,22.7492
pituitary,pi-1055.jpg,5785.7526,10.5072,23.8894
pituitary,pi-1056.jpg,8517.7512,8.8276,16.3716
pituitary,pi-1057.jpg,6688.1776,9.8777,23.0228
pituitary,pi-1058.jpg,5473.9472,10.7478,25.186
pituitary,pi-1059.jpg,5409.0076,10.7996,38.0258
pituitary,pi-1060.jpg,7044.177,9.6525,11.038
pituitary,pi-1061.jpg,7585.4971,9.331,11.4436
pituitary,pi-1062.jpg,6676.1161,9.8856,17.2938
pituitary,pi-1063.jpg,6719.4274,9.8575,18.9028
pituitary,pi-1064.jpg,6701.9132,9.8688,11.9207
pituitary,pi-1065.jpg,5605.656,10.6445,23.5017
pituitary,pi-1066.jpg,5392.6984,10.8127,22.4063
pituitary,pi-1067.jpg,5599.8922,10.649,17.2182
pituitary,pi-1068.jpg,6354.4186,10.1,43.4562
pituitary,pi-1069.jpg,8617.7743,8.7769,17.3218
pituitary,pi-1070.jpg,6590.0862,9.9419,22.0854
pituitary,pi-1071.jpg,8826.8374,8.6728,20.9456
pituitary,pi-1072.jpg,7046.1961,9.6513,11.806
pituitary,pi-1073.jpg,4613.4115,11.4906,37.2455
pituitary,pi-1074.jpg,6307.4125,10.1323,24.6855
pituitary,pi-1075.jpg,6594.7278,9.9388,27.8347
pituitary,pi-1076.jpg,6464.6381,10.0254,40.1162
pituitary,pi-1077.jpg,5444.3959,10.7713,29.1659
pituitary,pi-1078.jpg,5421.1341,10.7899,27.5027
pituitary,pi-1079.jpg,4447.2121,11.6499,41.5434
pituitary,pi-1080.jpg,8317.4132,8.9309,11.9879
pituitary,pi-1081.jpg,7355.3026,9.4648,21.1406
pituitary,pi-1082.jpg,5885.6181,10.4329,21.0755
pituitary,pi-1083.jpg,5014.2479,11.1287,16.6676
pituitary,pi-1084.jpg,8017.1495,9.0906,15.2631
pituitary,pi-1085.jpg,8728.9183,8.7212,15.4388
pituitary,pi-1086.jpg,6883.2986,9.7528,25.2506
pituitary,pi-1087.jpg,6628.0395,9.917,12.2035
pituitary,pi-1088.jpg,5894.4463,10.4264,23.3624
pituitary,pi-1089.jpg,5021.3297,11.1226,29.5538
pituitary,pi-1090.jpg,6942.9915,9.7153,13.5011
pituitary,pi-1091.jpg,6757.3644,9.833,11.5274
pituitary,pi-1092.jpg,9678.7671,8.2726,29.2046
pituitary,pi-1093.jpg,5599.9071,10.649,12.8154
pituitary,pi-1094.jpg,7164.6703,9.5788,22.5217
pituitary,pi-1095.jpg,4156.4582,11.9436,34.8089
pituitary,pi-1096.jpg,5079.221,11.0728,19.5114
pituitary,pi-1097.jpg,7959.5107,9.1219,14.7217
pituitary,pi-1098.jpg,5430.7665,10.7822,26.8186
pituitary,pi-1099.jpg,5968.9038,10.3719,26.0831
pituitary,pi-1100.jpg,7577.2954,9.3357,28.0696
pituitary,pi-1101.jpg,7611.1775,9.3163,14.6734
pituitary,pi-1102.jpg,7349.0758,9.4685,18.4418
pituitary,pi-1103.jpg,8804.585,8.6837,34.8219
pituitary,pi-1104.jpg,6682.4014,9.8815,16.2184
pituitary,pi-1105.jpg,7398.3509,9.4395,20.7717
pituitary,pi-1106.jpg,7228.3211,9.5404,15.1687
pituitary,pi-1107.jpg,8677.6907,8.7468,23.4911
